timestamp,model_type,version,train_loss,val_loss
2025-10-12T22:59:46.564756,lstm,20251012_225946,0.0016550840809941292,0.0133674256503582
2025-10-12T23:00:20.482257,transformer,20251012_230020,0.00736136082559824,0.01470746099948883
