ticker,name,market_cap,price,sector,market
GOTL-B.ST,Rederiaktiebolaget Gotland (publ),6564043264,0,Industrials,OMX Stockholm
KCCO.ST,"KCCO.ST,0P0001HL7K,727",6491154432,0,Unknown,OMX Stockholm
VPLAY-A.ST,Viaplay Group AB (publ),6456378880,0,Communication Services,OMX Stockholm
SECARE.ST,Swedencare AB (publ),6378749440,0,Consumer Defensive,OMX Stockholm
SCST.ST,Scandi Standard AB (publ),6357997056,0,Consumer Defensive,OMX Stockholm
EMIL-B.ST,Fastighetsbolaget Emilshus AB (publ),6326507008,0,Real Estate,OMX Stockholm
INT.ST,Intellego Technologies AB,6250162688,0,Industrials,OMX Stockholm
VPLAY-B.ST,Viaplay Group AB (publ),6171960320,0,Communication Services,OMX Stockholm
STORY-B.ST,Storytel AB (publ),5944230912,0,Communication Services,OMX Stockholm
INTRUM.ST,Intrum AB (publ),5892975104,0,Financial Services,OMX Stockholm
NMAN.ST,Nederman Holding AB (publ),5829564416,0,Industrials,OMX Stockholm
BOOZT.ST,Boozt AB (publ),5725162496,0,Consumer Cyclical,OMX Stockholm
SVOL-B.ST,Svolder AB (publ),5654639616,0,Financial Services,OMX Stockholm
SVOL-A.ST,Svolder AB (publ),5649290240,0,Financial Services,OMX Stockholm
RESURS.ST,Resurs Holding AB (publ),5540000256,0,Financial Services,OMX Stockholm
XVIVO.ST,Xvivo Perfusion AB (publ),5473381888,0,Healthcare,OMX Stockholm
ALLIGO-B.ST,Alligo AB (publ),5419107328,0,Industrials,OMX Stockholm
NOTE.ST,NOTE AB (publ),5387667968,0,Technology,OMX Stockholm
ORES.ST,Investment AB Öresund (publ),5330394624,0,Financial Services,OMX Stockholm
HANZA.ST,Hanza AB (publ),5136938496,0,Technology,OMX Stockholm
NYAB.ST,NYAB AB,5031992832,0,Industrials,OMX Stockholm
RVRC.ST,RVRC Holding AB (publ),4936613376,0,Consumer Cyclical,OMX Stockholm
HEBA-B.ST,Heba Fastighets AB (publ),4906667520,0,Real Estate,OMX Stockholm
SUS.ST,Surgical Science Sweden AB (publ),4887091200,0,Healthcare,OMX Stockholm
VER.ST,Verve Group SE,4771651584,0,Technology,OMX Stockholm
BHG.ST,BHG Group AB (publ),4742720000,0,Consumer Cyclical,OMX Stockholm
HTRO.ST,Hexatronic Group AB (publ),4692801024,0,Technology,OMX Stockholm
HAYPP.ST,Haypp Group AB (publ),4605989888,0,Consumer Defensive,OMX Stockholm
JOMA.ST,John Mattson Fastighetsföretagen AB (publ),4593728512,0,Real Estate,OMX Stockholm
EAST.ST,Eastnine AB (publ),4574600704,0,Real Estate,OMX Stockholm
LINC.ST,Linc AB,4516910592,0,Financial Services,OMX Stockholm
ITAB.ST,ITAB Shop Concept AB (publ),4507833856,0,Industrials,OMX Stockholm
MEKO.ST,Meko AB (publ),4482167296,0,Consumer Cyclical,OMX Stockholm
COOR.ST,Coor Service Management Holding AB,4467513856,0,Industrials,OMX Stockholm
LIME.ST,Lime Technologies AB (publ),4401606144,0,Technology,OMX Stockholm
REJL-B.ST,Rejlers AB (publ),4375525376,0,Industrials,OMX Stockholm
ENITY.ST,Enity Holding AB,4359279616,0,Financial Services,OMX Stockholm
EPEN.ST,Ependion AB,4326756864,0,Technology,OMX Stockholm
DUNI.ST,Duni AB (publ),4286138112,0,Consumer Defensive,OMX Stockholm
CEVI.ST,CellaVision AB (publ),4252969472,0,Healthcare,OMX Stockholm
SNM.ST,ShaMaran Petroleum Corp.,4246164224,0,Energy,OMX Stockholm
PRISMA.ST,Prisma Properties AB (publ),4063452416,0,Real Estate,OMX Stockholm
OVZON.ST,Ovzon AB (publ),4035152384,0,Communication Services,OMX Stockholm
NIVI-B.ST,Nivika Fastigheter AB (publ),3992636416,0,Real Estate,OMX Stockholm
IDUN-B.ST,Idun Industrier AB (publ),3868166400,0,Financial Services,OMX Stockholm
SFAST.ST,Stenhus Fastigheter i Norden AB (publ),3827029504,0,Real Estate,OMX Stockholm
TRAC-B.ST,AB Traction,3756609280,0,Financial Services,OMX Stockholm
BTS-B.ST,BTS Group AB (publ),3747196160,0,Industrials,OMX Stockholm
KAMBI.ST,Kambi Group plc,3689032448,0,Consumer Cyclical,OMX Stockholm
BRIN-B.ST,Brinova Fastigheter AB (publ),3684177408,0,Real Estate,OMX Stockholm
HUMBLE.ST,Humble Group AB (publ),3621873920,0,Consumer Defensive,OMX Stockholm
XANO-B.ST,XANO Industri AB (publ),3615603200,0,Industrials,OMX Stockholm
KFAST-B.ST,K-Fast Holding AB (publ),3610852096,0,Consumer Cyclical,OMX Stockholm
TRIAN-B.ST,Fastighets AB Trianon (publ),3540954112,0,Real Estate,OMX Stockholm
KARNEL-B.ST,Karnell Group AB ser. B,3499125760,0,Industrials,OMX Stockholm
VIVA.ST,Viva Wine Group AB,3491437568,0,Consumer Defensive,OMX Stockholm
BMAX.ST,Byggmax Group AB (publ),3410032896,0,Consumer Cyclical,OMX Stockholm
BONAV-B.ST,Bonava AB (publ),3383156480,0,Consumer Cyclical,OMX Stockholm
BONAV-A.ST,Bonava AB (publ),3361420288,0,Consumer Cyclical,OMX Stockholm
VESTUM.ST,Vestum AB (publ),3300371456,0,Industrials,OMX Stockholm
GREEN.ST,Green Landscaping Group AB (publ),3285345792,0,Industrials,OMX Stockholm
NPAPER.ST,Nordic Paper Holding AB (publ),3278011392,0,Basic Materials,OMX Stockholm
ACAST.ST,Acast AB (publ),3268808192,0,Communication Services,OMX Stockholm
FLERIE.ST,Flerie AB (publ),3198778880,0,Healthcare,OMX Stockholm
SEYE.ST,Smart Eye AB (publ),3186766592,0,Technology,OMX Stockholm
SVED-B.ST,Svedbergs Group AB (publ),3165733120,0,Industrials,OMX Stockholm
MEDIO.ST,Medistim ASA,3154587904,0,Unknown,OMX Stockholm
NOBI.ST,Nobia AB (publ),3124316416,0,Consumer Cyclical,OMX Stockholm
BRE2.ST,Bredband2 i Skandinavien AB (publ),3120122624,0,Communication Services,OMX Stockholm
CTT.ST,CTT Systems AB (publ),2964387584,0,Industrials,OMX Stockholm
KNOW.ST,Knowit AB (publ),2949610240,0,Technology,OMX Stockholm
ABSO.ST,Absolent Air Care Group AB (publ),2932124928,0,Industrials,OMX Stockholm
VNV.ST,VNV Global AB (publ),2926151936,0,Financial Services,OMX Stockholm
FLAT-B.ST,Flat Capital AB (publ),2862718976,0,Financial Services,OMX Stockholm
CRNO-B.ST,Cereno Scientific AB (publ),2846786048,0,Healthcare,OMX Stockholm
KBC.ST,KB Components AB (publ),2824391680,0,Basic Materials,OMX Stockholm
VICO.ST,Vicore Pharma Holding AB (publ),2787168000,0,Healthcare,OMX Stockholm
NREST.ST,Nordrest Holding AB (publ),2764762624,0,Consumer Cyclical,OMX Stockholm
SF.ST,Stillfront Group AB (publ),2736950272,0,Communication Services,OMX Stockholm
CAT-B.ST,Catella AB (publ),2736475648,0,Financial Services,OMX Stockholm
HNSA.ST,Hansa Biopharma AB (publ),2714577408,0,Healthcare,OMX Stockholm
