ticker,name,market_cap,price,sector,market
OSSD,OssDsign AB (publ),1.56B,14.96,Unknown,OMX Stockholm
SVIK,Studsvik AB (publ),1.55B,189.50,Unknown,OMX Stockholm
NETI.B,Net Insight AB (publ),1.54B,4.445,Unknown,OMX Stockholm
SEDANA,Sedana Medical AB (publ),1.53B,15.42,Unknown,OMX Stockholm
TRAIN.B,Train Alliance AB (publ),1.51B,19.65,Unknown,OMX Stockholm
FPIP,Formpipe Software AB (publ),1.48B,27.30,Unknown,OMX Stockholm
VSSAB.B,Viking Supply Ships AB (publ),1.47B,113.00,Unknown,OMX Stockholm
ENEA,Enea AB (publ),1.45B,75.20,Unknown,OMX Stockholm
MAHA.A,Maha Capital AB (publ),1.45B,8.26,Unknown,OMX Stockholm
ELTEL,Eltel AB (publ),1.44B,9.18,Unknown,OMX Stockholm
CLAV,Clavister Holding AB (publ.),1.43B,4.655,Unknown,OMX Stockholm
ARISE,Arise AB (publ),1.41B,34.70,Unknown,OMX Stockholm
BERNER.B,Berner Industrier AB,1.40B,74.80,Unknown,OMX Stockholm
BYGGP,ByggPartner Gruppen AB (publ),1.38B,30.50,Unknown,OMX Stockholm
FNOVA.B,Fortinova Fastigheter AB (Publ),1.36B,26.70,Unknown,OMX Stockholm
SFAB,Solid Försäkringsaktiebolag (publ),1.33B,74.30,Unknown,OMX Stockholm
NORSEO,Norse Atlantic ASA,1.26B,9.50,Unknown,OMX Stockholm
BOKUS,Bokusgruppen AB (publ),1.25B,77.00,Unknown,OMX Stockholm
DE,Deere & Company,133194072064.0,91.40,Industrials,OMX Stockholm
ARPL,Arla Plast AB,1.24B,59.40,Unknown,OMX Stockholm
SIVE,Sivers Semiconductors AB (publ),1.23B,4.356,Unknown,OMX Stockholm
SOF.B,Softronic AB (publ),1.23B,23.60,Unknown,OMX Stockholm
ORRON,Orrön Energy AB (publ),1.23B,4.290,Unknown,OMX Stockholm
DMXSE.SDB,District Metals Corp.,1.18B,6.30,Unknown,OMX Stockholm
ALM,Almonty Industries Inc.,968221440.0,62.00,Basic Materials,OMX Stockholm
LEA,Lear Corporation,5832452608.0,12.35,Consumer Cyclical,OMX Stockholm
MSON.A,Midsona AB (publ),1.17B,12.00,Unknown,OMX Stockholm
MSON.B,Midsona AB (publ),1.17B,8.22,Unknown,OMX Stockholm
BULTEN,Bulten AB (publ),1.16B,55.60,Unknown,OMX Stockholm
ONCO,"Onconetix, Inc.",4637100.0,5.15,Healthcare,OMX Stockholm
MSAB.B,Micro Systemation AB (publ),1.15B,63.00,Unknown,OMX Stockholm
EOLU.B,Eolus Aktiebolag (publ),1.13B,44.55,Unknown,OMX Stockholm
STUDBO,Studentbostäder i Norden AB (publ),1.12B,1.615,Unknown,OMX Stockholm
ITECH,I-Tech AB,1.12B,87.60,Unknown,OMX Stockholm
CRAD.B,C-Rad AB (publ),1.11B,33.10,Unknown,OMX Stockholm
PROF.B,ProfilGruppen AB (publ),1.11B,151.00,Unknown,OMX Stockholm
FIRE,Firefly AB (publ),1.09B,181.80,Unknown,OMX Stockholm
FRACTL,Fractal Gaming Group AB (publ),1.07B,36.75,Unknown,OMX Stockholm
G2M,Gentoo Media Inc.,1.06B,7.89,Unknown,OMX Stockholm
PIERCE,Pierce Group AB (publ),1.04B,13.80,Unknown,OMX Stockholm
EG7,Enad Global 7 AB (publ),1.03B,11.64,Unknown,OMX Stockholm
SEZI,Senzime AB (publ),1.03B,6.29,Unknown,OMX Stockholm
GARO,Garo Aktiebolag (publ),999.00M,19.90,Unknown,OMX Stockholm
DORO,Doro AB (publ),993.57M,40.20,Unknown,OMX Stockholm
RROS,Rottneros AB (publ),987.90M,3.500,Unknown,OMX Stockholm
BACTI.B,Bactiguard Holding AB (publ),970.72M,26.20,Unknown,OMX Stockholm
CASE,Case Group AB (publ),952.66M,29.20,Unknown,OMX Stockholm
SYNACT,SynAct Pharma AB,946.08M,17.74,Unknown,OMX Stockholm
W5,W5 Solutions AB (publ),945.01M,60.00,Unknown,OMX Stockholm
NTEK.B,Novotek AB,943.40M,90.40,Unknown,OMX Stockholm
ADVE,Matthews Asia Dividend Active ETF,934.70M,21.90,Unknown,OMX Stockholm
MIDS,"MidasTrade.com, Inc.",932.80M,2.640,Unknown,OMX Stockholm
GRANGX,Grangex AB,927.88M,63.40,Unknown,OMX Stockholm
MANG,Mangold Fondkommission AB,918.14M,"1,960.00",Unknown,OMX Stockholm
PREV.B,Prevas AB,916.14M,71.80,Unknown,OMX Stockholm
INTEG.B,Integrum AB (publ),903.51M,42.35,Unknown,OMX Stockholm
CTEK,CTEK AB (publ),902.69M,13.74,Unknown,OMX Stockholm
ACRI.A,Acrinova AB (publ),901.26M,13.45,Unknown,OMX Stockholm
ACRI.B,Acrinova AB (publ),901.26M,12.85,Unknown,OMX Stockholm
BIM,bioMerieux SA,899.30M,6.08,Unknown,OMX Stockholm
SES,SES AI Corporation,411436128.0,0.795,Consumer Cyclical,OMX Stockholm
INISS.B,Inission AB (publ),877.56M,36.90,Unknown,OMX Stockholm
GIG.SDB,GiG Software p.l.c.,869.87M,6.40,Unknown,OMX Stockholm
EMBELL,Embellence Group AB (publ),868.58M,36.60,Unknown,OMX Stockholm
SKOLON,Skolon AB (publ),867.99M,32.70,Unknown,OMX Stockholm
ORT.B,Ortoma AB (publ),864.05M,23.30,Unknown,OMX Stockholm
DONE,Done.ai Group AB,850.14M,10.32,Unknown,OMX Stockholm
QBEN,Qben Infra AB (publ),830.21M,9.70,Unknown,OMX Stockholm
NANOFS,Nanoform Finland Oyj,817.75M,9.37,Unknown,OMX Stockholm
ADDV.A,ADDvise Group AB (publ),813.25M,2.940,Unknown,OMX Stockholm
ADDV.B,ADDvise Group AB (publ),813.25M,1.356,Unknown,OMX Stockholm
CAG,"Conagra Brands, Inc.",9001840640.0,114.00,Consumer Defensive,OMX Stockholm
FNMC.SDB,First Nordic Metals Corp.,792.07M,2.850,Unknown,OMX Stockholm
IBT.B,Infant Bacterial Therapeutics AB (publ),789.43M,58.60,Unknown,OMX Stockholm
SINT,"Sintx Technologies, Inc.",11697566.0,108.00,Healthcare,OMX Stockholm
AAC,AAC Clyde Space AB (publ),774.41M,113.00,Unknown,OMX Stockholm
NAXS,NAXS AB (publ),753.28M,69.20,Unknown,OMX Stockholm
CDON,CDON AB,743.99M,66.20,Unknown,OMX Stockholm
ACUVI,Acuvi AB,743.82M,22.30,Unknown,OMX Stockholm
PRIC.B,Pricer AB (publ),735.25M,4.345,Unknown,OMX Stockholm
MINEST,Minesto AB (publ),734.07M,3.545,Unknown,OMX Stockholm
KAPIAB,Kallebäck Property Invest AB (publ),733.65M,202.00,Unknown,OMX Stockholm
OPTER,Opter AB (publ),732.00M,123.00,Unknown,OMX Stockholm
G5EN,G5 Entertainment AB (publ),724.22M,93.10,Unknown,OMX Stockholm
CHEF,"The Chefs' Warehouse, Inc.",2564381440.0,53.90,Consumer Defensive,OMX Stockholm
ORX,Orexo AB (publ),720.89M,20.85,Unknown,OMX Stockholm
CINPHA,Cinclus Pharma Holding AB (publ),718.54M,15.70,Unknown,OMX Stockholm
PRFO,Profoto Holding AB (publ),716.00M,17.75,Unknown,OMX Stockholm
CX,"CEMEX, S.A.B. de C.V.",13108248576.0,36.10,Basic Materials,OMX Stockholm
TOBII,Tobii AB (publ),711.77M,3.086,Unknown,OMX Stockholm
ONEF,Russell Exchange Traded Funds T,709.80M,28.00,Unknown,OMX Stockholm
SKMO,Skåne-möllan AB (publ),699.60M,65.00,Unknown,OMX Stockholm
KEBNI.B,KebNi AB (publ),690.09M,2.545,Unknown,OMX Stockholm
LUMEN,LumenRadio AB (publ),678.10M,53.50,Unknown,OMX Stockholm
FNM,5276697,670.67M,46.15,Unknown,OMX Stockholm
ATIC,Actic Group AB,669.02M,31.30,Unknown,OMX Stockholm
K33,K33 AB (publ),667.26M,0.0540,Unknown,OMX Stockholm
CANTA,Cantargia AB (publ),665.04M,2.630,Unknown,OMX Stockholm
DOXA,Doxa AB (publ),656.91M,0.517,Unknown,OMX Stockholm
DURC.B,Duroc AB (publ),655.20M,16.80,Unknown,OMX Stockholm
AVT.B,AVTECH Sweden AB (publ),649.51M,12.15,Unknown,OMX Stockholm
4C,4C Group AB (publ),648.76M,16.70,Unknown,OMX Stockholm
NORB.B,Nordisk Bergteknik AB (publ),646.79M,11.45,Unknown,OMX Stockholm
LUC,Lucara Diamond Corp.,645.08M,1.462,Unknown,OMX Stockholm
AEC,65905,641.78M,1.248,Unknown,OMX Stockholm
RAIL,"FreightCar America, Inc.",168703664.0,26.40,Industrials,OMX Stockholm
WTW.A,Wall to Wall Group AB,634.05M,48.00,Unknown,OMX Stockholm
NIL.B,Nilörngruppen AB,629.39M,55.20,Unknown,OMX Stockholm
HAKI.A,HAKI Safety AB (publ),627.65M,24.20,Unknown,OMX Stockholm
HAKI.B,HAKI Safety AB (publ),627.65M,22.20,Unknown,OMX Stockholm
GENI,Genius Sports Limited,3055621120.0,50.90,Communication Services,OMX Stockholm
SLEEP,Sleep Cycle AB (publ),621.51M,31.05,Unknown,OMX Stockholm
QSYS,Qualisys Holding AB (publ),619.00M,61.00,Unknown,OMX Stockholm
ENVAR,Envar Holding AB (publ),618.75M,43.70,Unknown,OMX Stockholm
BOAT,SonicShares Global Shipping ETF,616.02M,14.45,Unknown,OMX Stockholm
CNCJO.B,Concejo AB (publ),603.61M,51.40,Unknown,OMX Stockholm
CARE,"Carter Bankshares, Inc.",441154272.0,23.90,Financial Services,OMX Stockholm
HILB.B,Hilbert Group AB (publ),594.59M,9.16,Unknown,OMX Stockholm
ACE,1280525,585.93M,5.10,Unknown,OMX Stockholm
BOTX,Botnia Gold AB (publ),583.51M,14.65,Unknown,OMX Stockholm
UPSALE,Upsales Technology AB (publ),582.61M,34.30,Unknown,OMX Stockholm
ENZY,Enzymatica AB (publ),577.71M,2.380,Unknown,OMX Stockholm
QLIRO,Qliro AB (publ),571.19M,19.65,Unknown,OMX Stockholm
ADTR,Alliance Media Holdings Inc.,66276.0,34.50,Communication Services,OMX Stockholm
TINGS.A,Tingsvalvet Fastighets AB (publ),567.73M,31.20,Unknown,OMX Stockholm
TINGS.B,Tingsvalvet Fastighets AB (publ),567.73M,30.70,Unknown,OMX Stockholm
WBGR.B,Wästbygg Gruppen AB (publ),564.01M,11.60,Unknown,OMX Stockholm
TRANS,Transtema Group AB,558.37M,13.14,Unknown,OMX Stockholm
CEDER,Cedergrenska AB (publ),556.13M,41.00,Unknown,OMX Stockholm
BALCO,Balco Group AB,552.52M,23.90,Unknown,OMX Stockholm
TITA.B,Titania Holding AB (publ),551.98M,8.00,Unknown,OMX Stockholm
GAPW.B,Gapwaves AB (publ),551.91M,17.86,Unknown,OMX Stockholm
KJELL,Kjell Group AB (publ),550.45M,9.10,Unknown,OMX Stockholm
FLUO,FluoGuide A/S,536.63M,40.90,Unknown,OMX Stockholm
BMC,1804073,535.42M,138.80,Unknown,OMX Stockholm
SNX,TD SYNNEX Corporation,12340377600.0,37.90,Technology,OMX Stockholm
K2A.B,K2A Knaust & Andersson Fastigheter AB (publ),508.32M,5.96,Unknown,OMX Stockholm
ALCA,Alcadon Group AB (publ),502.48M,21.10,Unknown,OMX Stockholm
NETEL,Netel Holding AB (publ),499.67M,10.46,Unknown,OMX Stockholm
SGG,iPath Series B Bloomberg Sugar Subindex Total Return ETN,491.19M,41.50,Unknown,OMX Stockholm
B3,B3 Consulting Group AB (publ),488.38M,54.00,Unknown,OMX Stockholm
MAVEN,Maven Wireless Sweden AB (Publ),479.62M,8.96,Unknown,OMX Stockholm
CAPSLO,Capsol Technologies ASA,476.83M,8.90,Unknown,OMX Stockholm
TRAD,179192,459.39M,7.50,Unknown,OMX Stockholm
GREAT,Greater Than AB,456.72M,32.00,Unknown,OMX Stockholm
SOLNA,Solnaberg Property AB (publ),451.20M,121.00,Unknown,OMX Stockholm
META,"Meta Platforms, Inc.",1886893506560.0,0.319,Communication Services,OMX Stockholm
GUARD,Guard Therapeutics International AB (publ),447.72M,22.70,Unknown,OMX Stockholm
WPTG.B,White Pearl Technology Group AB,445.97M,16.00,Unknown,OMX Stockholm
SIBEK,Sibek AB (publ),444.71M,43.80,Unknown,OMX Stockholm
MAGLE,Magle Chemoswed Holding AB (publ),443.15M,21.60,Unknown,OMX Stockholm
DEDI,Dedicare AB (publ),441.79M,45.60,Unknown,OMX Stockholm
INFREA,Infrea AB,440.76M,14.65,Unknown,OMX Stockholm
FREEM,Freemelt Holding AB (publ),428.48M,2.250,Unknown,OMX Stockholm
UNIBAP,Unibap Space Solutions AB (publ),424.92M,6.90,Unknown,OMX Stockholm
AGES.B,AGES Industri AB (publ),419.55M,56.60,Unknown,OMX Stockholm
BEGR,BE Group AB (publ),417.41M,29.45,Unknown,OMX Stockholm
XBRANE,Xbrane Biopharma AB (publ),414.30M,0.270,Unknown,OMX Stockholm
ALZCUR,AlzeCure Pharma AB (publ),406.80M,3.590,Unknown,OMX Stockholm
SAFETY.B,mySafety Group AB,397.63M,19.00,Unknown,OMX Stockholm
IMMU,Mendus AB (publ),395.84M,7.44,Unknown,OMX Stockholm
QAIR,QleanAir AB (publ),381.88M,23.70,Unknown,OMX Stockholm
MOB,Mobilicom Limited,52920384.0,8.05,Industrials,OMX Stockholm
