timestamp,model_type,version,train_loss,val_loss
2025-10-23T15:41:24.655743,lstm,20251023_154124,0.0005738076288253069,0.005347963888198137
2025-10-23T15:41:52.281741,transformer,20251023_154152,0.0027833799831569195,0.020759865641593933
