ticker,name,market_cap,price,sector,market
DMYD.B,Diamyd Medical AB (publ),1.55B,11.56,Unknown,OMX Stockholm
SEDANA,Sedana Medical AB (publ),1.55B,15.70,Unknown,OMX Stockholm
G2M,Gentoo Media Inc.,1.55B,11.50,Unknown,OMX Stockholm
VSSAB.B,Viking Supply Ships AB (publ),1.55B,116.00,Unknown,OMX Stockholm
ELTEL,Eltel AB (publ),1.55B,9.40,Unknown,OMX Stockholm
TRAIN.B,Train Alliance AB (publ),1.50B,19.05,Unknown,OMX Stockholm
SALT.B,SaltX Technology Holding AB (publ),1.47B,8.10,Unknown,OMX Stockholm
ENEA,Enea AB (publ),1.45B,75.90,Unknown,OMX Stockholm
BORG,Björn Borg AB (publ),1.44B,56.80,Unknown,OMX Stockholm
NETI.B,Net Insight AB (publ),1.44B,4.430,Unknown,OMX Stockholm
BERNER.B,Berner Industrier AB,1.44B,76.80,Unknown,OMX Stockholm
EOLU.B,Eolus Aktiebolag (publ),1.43B,57.40,Unknown,OMX Stockholm
ARISE,Arise AB (publ),1.40B,34.55,Unknown,OMX Stockholm
ITECH,I-Tech AB,1.39B,116.00,Unknown,OMX Stockholm
FNOVA.B,Fortinova Fastigheter AB (Publ),1.36B,26.40,Unknown,OMX Stockholm
NORSEO,Norse Atlantic ASA,1.35B,10.16,Unknown,OMX Stockholm
CLAV,Clavister Holding AB (publ.),1.33B,4.295,Unknown,OMX Stockholm
SFAB,Solid Försäkringsaktiebolag (publ),1.33B,74.30,Unknown,OMX Stockholm
ORRON,Orrön Energy AB (publ),1.27B,4.340,Unknown,OMX Stockholm
BOKUS,Bokusgruppen AB (publ),1.23B,75.60,Unknown,OMX Stockholm
DE,Dala Energi AB (publ),1.23B,89.60,Unknown,OMX Stockholm
BYGGP,ByggPartner Gruppen AB (publ),1.22B,27.00,Unknown,OMX Stockholm
MSON.A,Midsona AB (publ),1.22B,11.60,Unknown,OMX Stockholm
SOF.B,Softronic AB (publ),1.22B,23.10,Unknown,OMX Stockholm
ALM,ALM Equity AB (publ),1.22B,70.00,Unknown,OMX Stockholm
ARPL,Arla Plast AB,1.21B,58.20,Unknown,OMX Stockholm
BULTEN,Bulten AB (publ),1.20B,56.80,Unknown,OMX Stockholm
MSON.B,Midsona AB (publ),1.18B,8.08,Unknown,OMX Stockholm
LEA,Lea Bank AB,1.16B,12.05,Unknown,OMX Stockholm
FIRE,Firefly AB (publ),1.15B,192.00,Unknown,OMX Stockholm
CRAD.B,C-Rad AB (publ),1.12B,33.25,Unknown,OMX Stockholm
MSAB.B,Micro Systemation AB (publ),1.12B,59.40,Unknown,OMX Stockholm
FRACTL,Fractal Gaming Group AB (publ),1.11B,38.20,Unknown,OMX Stockholm
PROF.B,ProfilGruppen AB (publ),1.11B,151.00,Unknown,OMX Stockholm
STUDBO,Studentbostäder i Norden AB (publ),1.11B,1.595,Unknown,OMX Stockholm
SIVE,Sivers Semiconductors AB (publ),1.05B,3.510,Unknown,OMX Stockholm
DMXSE.SDB,District Metals Corp.,1.05B,6.57,Unknown,OMX Stockholm
SEZI,Senzime AB (publ),1.01B,6.43,Unknown,OMX Stockholm
GARO,Garo Aktiebolag (publ),991.00M,19.82,Unknown,OMX Stockholm
DORO,Doro AB (publ),987.48M,38.95,Unknown,OMX Stockholm
GIG.SDB,GiG Software p.l.c.,985.31M,7.17,Unknown,OMX Stockholm
EG7,Enad Global 7 AB (publ),983.50M,11.36,Unknown,OMX Stockholm
BACTI.B,Bactiguard Holding AB (publ),967.21M,27.50,Unknown,OMX Stockholm
W5,W5 Solutions AB (publ),962.57M,60.30,Unknown,OMX Stockholm
MANG,Mangold Fondkommission AB,951.10M,"2,020.00",Unknown,OMX Stockholm
NTEK.B,Novotek AB,947.64M,88.00,Unknown,OMX Stockholm
SYNACT,SynAct Pharma AB,935.59M,17.94,Unknown,OMX Stockholm
BIM,BIMobject AB,924.11M,6.12,Unknown,OMX Stockholm
ADVE,Advenica AB (publ),919.31M,20.50,Unknown,OMX Stockholm
NANOFS,Nanoform Finland Oyj,912.63M,10.33,Unknown,OMX Stockholm
ONCO,Oncopeptides AB (publ),910.94M,4.035,Unknown,OMX Stockholm
INTEG.B,Integrum AB (publ),903.51M,42.30,Unknown,OMX Stockholm
MIDS,Midsummer AB (publ),900.75M,2.670,Unknown,OMX Stockholm
CTEK,CTEK AB (publ),897.10M,12.80,Unknown,OMX Stockholm
PREV.B,Prevas AB,896.81M,69.60,Unknown,OMX Stockholm
ACRI.A,Acrinova AB (publ),879.10M,13.10,Unknown,OMX Stockholm
ACRI.B,Acrinova AB (publ),879.10M,12.85,Unknown,OMX Stockholm
EMBELL,Embellence Group AB (publ),868.58M,37.00,Unknown,OMX Stockholm
DONE,Done.ai Group AB,856.73M,10.40,Unknown,OMX Stockholm
ADDV.A,ADDvise Group AB (publ),854.81M,2.850,Unknown,OMX Stockholm
ADDV.B,ADDvise Group AB (publ),854.81M,1.388,Unknown,OMX Stockholm
SKOLON,Skolon AB (publ),854.72M,32.20,Unknown,OMX Stockholm
INISS.B,Inission AB (publ),852.49M,38.00,Unknown,OMX Stockholm
CAG,CAG Group AB (publ),845.78M,118.00,Unknown,OMX Stockholm
ORT.B,Ortoma AB (publ),845.51M,23.20,Unknown,OMX Stockholm
RROS,Rottneros AB (publ),841.05M,3.150,Unknown,OMX Stockholm
SES,Scandinavian Enviro Systems AB (publ),829.50M,0.778,Unknown,OMX Stockholm
CASE,Case Group AB (publ),804.61M,28.20,Unknown,OMX Stockholm
TOBII,Tobii AB (publ),769.56M,3.406,Unknown,OMX Stockholm
G5EN,G5 Entertainment AB (publ),767.79M,98.70,Unknown,OMX Stockholm
SINT,SinterCast AB (publ),767.61M,105.00,Unknown,OMX Stockholm
CINPHA,Cinclus Pharma Holding AB (publ),766.01M,15.60,Unknown,OMX Stockholm
OPTER,Opter AB (publ),750.00M,124.00,Unknown,OMX Stockholm
FNMC.SDB,First Nordic Metals Corp.,746.47M,2.890,Unknown,OMX Stockholm
PRFO,Profoto Holding AB (publ),740.00M,18.20,Unknown,OMX Stockholm
PRIC.B,Pricer AB (publ),739.36M,4.495,Unknown,OMX Stockholm
KAPIAB,Kallebäck Property Invest AB (publ),733.65M,201.00,Unknown,OMX Stockholm
QBEN,Qben Infra AB (publ),731.22M,9.16,Unknown,OMX Stockholm
PIERCE,Pierce Group AB (publ),728.65M,9.70,Unknown,OMX Stockholm
ORX,Orexo AB (publ),722.88M,21.20,Unknown,OMX Stockholm
MINEST,Minesto AB (publ),721.72M,3.500,Unknown,OMX Stockholm
FNM,Ferronordic AB (publ),716.45M,49.30,Unknown,OMX Stockholm
NAXS,NAXS AB (publ),715.61M,64.60,Unknown,OMX Stockholm
ACUVI,Acuvi AB,715.47M,19.76,Unknown,OMX Stockholm
MAHA.A,Maha Capital AB (publ),713.07M,7.30,Unknown,OMX Stockholm
ONEF,Oneflow AB (publ),709.80M,25.00,Unknown,OMX Stockholm
CX,CombinedX AB (publ),706.07M,36.40,Unknown,OMX Stockholm
IBT.B,Infant Bacterial Therapeutics AB (publ),704.56M,53.60,Unknown,OMX Stockholm
CDON,CDON AB,703.14M,65.20,Unknown,OMX Stockholm
SKMO,Skåne-möllan AB (publ),695.20M,63.20,Unknown,OMX Stockholm
CHEF,Cheffelo AB (publ),686.18M,54.80,Unknown,OMX Stockholm
AAC,AAC Clyde Space AB (publ),684.61M,112.20,Unknown,OMX Stockholm
LUMEN,LumenRadio AB (publ),681.88M,54.20,Unknown,OMX Stockholm
DOXA,Doxa AB (publ),678.76M,0.528,Unknown,OMX Stockholm
GENI,Generic Sweden AB,677.29M,51.10,Unknown,OMX Stockholm
K33,K33 AB (publ),675.91M,0.0547,Unknown,OMX Stockholm
WTW.A,Wall to Wall Group AB,674.40M,49.70,Unknown,OMX Stockholm
CANTA,Cantargia AB (publ),663.79M,2.670,Unknown,OMX Stockholm
NORB.B,Nordisk Bergteknik AB (publ),652.51M,11.45,Unknown,OMX Stockholm
KEBNI.B,KebNi AB (publ),652.13M,2.405,Unknown,OMX Stockholm
LUC,Lucara Diamond Corp.,644.71M,1.490,Unknown,OMX Stockholm
RAIL,Railcare Group AB (publ),640.50M,26.45,Unknown,OMX Stockholm
QSYS,Qualisys Holding AB (publ),640.00M,63.90,Unknown,OMX Stockholm
QLIRO,Qliro AB (publ),639.05M,22.80,Unknown,OMX Stockholm
4C,4C Group AB (publ),637.28M,16.65,Unknown,OMX Stockholm
DURC.B,Duroc AB (publ),635.70M,16.85,Unknown,OMX Stockholm
ATIC,Actic Group AB (publ),628.06M,25.60,Unknown,OMX Stockholm
AVT.B,AVTECH Sweden AB (publ),626.92M,11.30,Unknown,OMX Stockholm
NIL.B,Nilörngruppen AB,625.97M,55.80,Unknown,OMX Stockholm
BOAT,Nimbus Group AB (Publ),618.15M,14.50,Unknown,OMX Stockholm
HAKI.A,HAKI Safety AB (publ),613.88M,24.80,Unknown,OMX Stockholm
HAKI.B,HAKI Safety AB (publ),613.88M,21.90,Unknown,OMX Stockholm
HILB.B,Hilbert Group AB (publ),613.09M,9.28,Unknown,OMX Stockholm
CARE,Careium AB (Publ),613.02M,25.20,Unknown,OMX Stockholm
UPSALE,Upsales Technology AB (publ),594.39M,34.70,Unknown,OMX Stockholm
KJELL,Kjell Group AB (publ),590.70M,10.25,Unknown,OMX Stockholm
BOTX,Botnia Gold AB (publ),581.47M,14.00,Unknown,OMX Stockholm
SLEEP,Sleep Cycle AB (publ),579.94M,29.50,Unknown,OMX Stockholm
GRANGX,Grangex AB,578.17M,41.25,Unknown,OMX Stockholm
TRANS,Transtema Group AB,575.55M,13.20,Unknown,OMX Stockholm
TITA.B,Titania Holding AB (publ),572.00M,7.82,Unknown,OMX Stockholm
BMC,Brock Milton Capital AB (publ),566.82M,132.00,Unknown,OMX Stockholm
ENZY,Enzymatica AB (publ),563.15M,2.350,Unknown,OMX Stockholm
WBGR.B,Wästbygg Gruppen AB (publ),551.08M,10.65,Unknown,OMX Stockholm
SGG,Sensys Gatso Group AB (publ),550.57M,47.75,Unknown,OMX Stockholm
BALCO,Balco Group AB,550.22M,23.90,Unknown,OMX Stockholm
AEC,Africa Energy Corp.,546.48M,1.234,Unknown,OMX Stockholm
FLUO,FluoGuide A/S,546.17M,40.90,Unknown,OMX Stockholm
CAPSLO,Capsol Technologies ASA,542.16M,8.90,Unknown,OMX Stockholm
CEDER,Cedergrenska AB (publ),539.28M,38.40,Unknown,OMX Stockholm
ACE,Ascelia Pharma AB (publ),531.40M,4.750,Unknown,OMX Stockholm
GAPW.B,Gapwaves AB (publ),529.49M,17.00,Unknown,OMX Stockholm
CNCJO.B,Concejo AB (publ),527.57M,45.10,Unknown,OMX Stockholm
GREAT,Greater Than AB,516.88M,37.80,Unknown,OMX Stockholm
TINGS.A,Tingsvalvet Fastighets AB (publ),515.48M,30.40,Unknown,OMX Stockholm
TINGS.B,Tingsvalvet Fastighets AB (publ),515.48M,29.20,Unknown,OMX Stockholm
K2A.B,K2A Knaust & Andersson Fastigheter AB (publ),510.04M,5.93,Unknown,OMX Stockholm
B3,B3 Consulting Group AB (publ),498.41M,53.60,Unknown,OMX Stockholm
ENVAR,Envar Holding AB (publ),493.75M,39.50,Unknown,OMX Stockholm
MAVEN,Maven Wireless Sweden AB (Publ),488.96M,9.42,Unknown,OMX Stockholm
NETEL,Netel Holding AB (publ),485.12M,10.00,Unknown,OMX Stockholm
GUARD,Guard Therapeutics International AB (publ),471.92M,22.50,Unknown,OMX Stockholm
ADTR,Adtraction Group AB,468.32M,30.50,Unknown,OMX Stockholm
SIBEK,Sibek AB (publ),459.94M,45.30,Unknown,OMX Stockholm
SOLNA,Solnaberg Property AB (publ),451.20M,121.00,Unknown,OMX Stockholm
ALCA,Alcadon Group AB (publ),451.00M,18.50,Unknown,OMX Stockholm
DEDI,Dedicare AB (publ),448.97M,47.15,Unknown,OMX Stockholm
TRAD,TradeDoubler AB (publ),448.51M,7.40,Unknown,OMX Stockholm
MAGLE,Magle Chemoswed Holding AB (publ),447.25M,23.00,Unknown,OMX Stockholm
SNX,Premium Snacks Nordic AB (publ),446.13M,32.70,Unknown,OMX Stockholm
XBRANE,Xbrane Biopharma AB (publ),438.51M,0.286,Unknown,OMX Stockholm
FREEM,Freemelt Holding AB (publ),437.91M,2.300,Unknown,OMX Stockholm
INFREA,Infrea AB,437.76M,14.60,Unknown,OMX Stockholm
AGES.B,AGES Industri AB (publ),429.67M,57.00,Unknown,OMX Stockholm
WPTG.B,White Pearl Technology Group AB,422.28M,16.45,Unknown,OMX Stockholm
BEGR,BE Group AB (publ),413.52M,30.95,Unknown,OMX Stockholm
SAFETY.B,mySafety Group AB,407.25M,18.90,Unknown,OMX Stockholm
DSNO,Desenio Group AB (publ),402.52M,0.135,Unknown,OMX Stockholm
UNIBAP,Unibap Space Solutions AB (publ),402.49M,6.46,Unknown,OMX Stockholm
IMMU,Mendus AB (publ),385.43M,7.40,Unknown,OMX Stockholm
ATIN,Athanase Innovation AB (publ),384.02M,19.90,Unknown,OMX Stockholm
MAGI,MAG Interactive AB (publ),382.85M,15.30,Unknown,OMX Stockholm
