ticker,name,sector,market_cap,market
403550.KS,쏘카,기타,0,KOSPI
004920.KS,씨아이테크,기타,0,KOSPI
112610.KS,씨에스윈드,기타,0,KOSPI
000120.KS,CJ대한통운,기타,0,KOSPI
079160.KS,CJ CGV,기타,0,KOSPI
097955.KS,CJ제일제당 우,기타,0,KOSPI
097950.KS,CJ제일제당,기타,0,KOSPI
480370.KS,씨케이솔루션,기타,0,KOSPI
308170.KS,씨티알모빌리티,기타,0,KOSPI
008700.KS,아남전자,기타,0,KOSPI
090435.KS,아모레퍼시픽우,기타,0,KOSPI
090430.KS,아모레퍼시픽,기타,0,KOSPI
002795.KS,아모레퍼시픽홀딩스우,기타,0,KOSPI
000279.KS,아모레퍼시픽홀딩스3우C,기타,0,KOSPI
002790.KS,아모레퍼시픽홀딩스,기타,0,KOSPI
002030.KS,아세아,기타,0,KOSPI
183190.KS,아세아시멘트,기타,0,KOSPI
002310.KS,아세아제지,기타,0,KOSPI
012170.KS,아센디오,기타,0,KOSPI
267850.KS,아시아나IDT,기타,0,KOSPI
020560.KS,아시아나항공,기타,0,KOSPI
122900.KS,아이마켓코리아,기타,0,KOSPI
010780.KS,아이에스동서,기타,0,KOSPI
139130.KS,iM금융지주,기타,0,KOSPI
031820.KS,아이티센씨티에스,기타,0,KOSPI
139990.KS,아주스틸,기타,0,KOSPI
009320.KS,아진전자부품,기타,0,KOSPI
001780.KS,알루코,기타,0,KOSPI
018250.KS,애경산업,기타,0,KOSPI
161000.KS,애경케미칼,기타,0,KOSPI
011090.KS,에넥스,기타,0,KOSPI
137310.KS,에스디바이오센서,기타,0,KOSPI
003080.KS,SB성보,기타,0,KOSPI
034120.KS,SBS,기타,0,KOSPI
005850.KS,에스엘,기타,0,KOSPI
010580.KS,에스엠벡셀,기타,0,KOSPI
012750.KS,에스원,기타,0,KOSPI
033530.KS,SJG세종,기타,0,KOSPI
004060.KS,SG세계물산,기타,0,KOSPI
006125.KS,SK디스커버리우,기타,0,KOSPI
006120.KS,SK디스커버리,기타,0,KOSPI
302440.KS,SK바이오사이언스,기타,0,KOSPI
326030.KS,SK바이오팜,기타,0,KOSPI
475150.KS,SK이터닉스,기타,0,KOSPI
000660.KS,SK하이닉스,기타,0,KOSPI
023960.KS,에쓰씨엔지니어링,기타,0,KOSPI
298690.KS,에어부산,기타,0,KOSPI
078520.KS,에이블씨엔씨,기타,0,KOSPI
015260.KS,에이엔피,기타,0,KOSPI
140910.KS,에이리츠,기타,0,KOSPI
039570.KS,HDC랩스,기타,0,KOSPI
089470.KS,HDC현대EP,기타,0,KOSPI
009540.KS,HD한국조선해양,기타,0,KOSPI
267270.KS,HD현대건설기계,기타,0,KOSPI
443060.KS,HD현대마린솔루션,기타,0,KOSPI
071970.KS,HD현대마린엔진,기타,0,KOSPI
010620.KS,HD현대미포,기타,0,KOSPI
267250.KS,HD현대,기타,0,KOSPI
322000.KS,HD현대에너지솔루션,기타,0,KOSPI
042670.KS,HD현대인프라코어,기타,0,KOSPI
267260.KS,HD현대일렉트릭,기타,0,KOSPI
329180.KS,HD현대중공업,기타,0,KOSPI
002460.KS,HS화성,기타,0,KOSPI
487570.KS,HS효성,기타,0,KOSPI
298050.KS,HS효성첨단소재,기타,0,KOSPI
003580.KS,HLB글로벌,기타,0,KOSPI
011200.KS,HMM,기타,0,KOSPI
003060.KS,에이프로젠바이오로직스,기타,0,KOSPI
007460.KS,에이프로젠,기타,0,KOSPI
244920.KS,에이플러스에셋,기타,0,KOSPI
278470.KS,에이피알,기타,0,KOSPI
450080.KS,에코프로머티,기타,0,KOSPI
019490.KS,엑시큐어하이트론,기타,0,KOSPI
036570.KS,엔씨소프트,기타,0,KOSPI
400760.KS,NH올원리츠,기타,0,KOSPI
005945.KS,NH투자증권우,기타,0,KOSPI
005940.KS,NH투자증권,기타,0,KOSPI
085310.KS,엔케이,기타,0,KOSPI
900140.KS,엘브이엠씨홀딩스,기타,0,KOSPI
066970.KS,엘앤에프,기타,0,KOSPI
108675.KS,LX하우시스우,기타,0,KOSPI
108670.KS,LX하우시스,기타,0,KOSPI
038380.KS,LX홀딩스1우,기타,0,KOSPI
383800.KS,LX홀딩스,기타,0,KOSPI
064400.KS,LG씨엔에스,기타,0,KOSPI
037560.KS,LG헬로비전,기타,0,KOSPI
097520.KS,엠씨넥스,기타,0,KOSPI
484870.KS,엠앤씨솔루션,기타,0,KOSPI
014440.KS,영보화학,기타,0,KOSPI
111770.KS,영원무역,기타,0,KOSPI
009970.KS,영원무역홀딩스,기타,0,KOSPI
003520.KS,영진약품,기타,0,KOSPI
000670.KS,영풍,기타,0,KOSPI
006740.KS,영풍제지,기타,0,KOSPI
012280.KS,영화금속,기타,0,KOSPI
012160.KS,영흥,기타,0,KOSPI
007310.KS,오뚜기,기타,0,KOSPI
002630.KS,오리엔트바이오,기타,0,KOSPI
